"","Gene_name","log2FoldChange","padj"
"1","ENSG00000006704",3.61398980995574,4.23512137386474e-05
"2","ENSG00000007372",-7.50607002767647,0.0251416846694594
"3","ENSG00000009950",-5.70551590205417,2.07807601863157e-09
"4","ENSG00000018869",4.25982850100835,0.0400070959926766
"5","ENSG00000025156",-1.99330631962213,0.0344077137805126
"6","ENSG00000025434",2.99496447668649,0.000577703330021576
"7","ENSG00000030419",4.5620498461904,0.00271452904591339
"8","ENSG00000050344",2.9206847481327,0.000854428733009202
"9","ENSG00000059728",-4.05614744803653,6.76686855740762e-12
"10","ENSG00000062370",4.45037764547389,0.000574080420796978
"11","ENSG00000066336",-1.68896849303893,0.00792401207502234
"12","ENSG00000067082",-3.04826310335874,3.33568546846564e-11
"13","ENSG00000069011",-6.54295404906944,0.00588501803763279
"14","ENSG00000069812",-3.38435252309405,0.0300704465635222
"15","ENSG00000070444",-3.47162185930626,2.43458355966539e-13
"16","ENSG00000075426",-5.14330824609342,1.41450931415422e-28
"17","ENSG00000076108",-1.73491690366683,0.000262201823382691
"18","ENSG00000077150",-3.59055029868565,1.1581685658409e-19
"19","ENSG00000079432",-1.88061780009855,0.000702155743872624
"20","ENSG00000081386",3.0689729181492,2.37339653258159e-05
"21","ENSG00000081692",2.76039475939083,0.0205272227784004
"22","ENSG00000087510",7.20261389634351,0.00326082900537015
"23","ENSG00000087903",-3.87134541174854,0.000400760569925785
"24","ENSG00000089335",2.59284813440897,0.0248477301226909
"25","ENSG00000091831",4.81068648204999,3.12568866567654e-06
"26","ENSG00000095574",-1.99984022830229,0.0279999118916943
"27","ENSG00000100644",-3.76233060866629,1.13720676570883e-16
"28","ENSG00000101057",3.80934184567689,7.21220752123376e-11
"29","ENSG00000101076",-4.63085690243633,0.0242366049381582
"30","ENSG00000101216",-2.43083989721437,1.80531426074871e-06
"31","ENSG00000102034",-3.2636256891498,2.09594967964194e-20
"32","ENSG00000102349",-3.15602157831907,0.000387822150234347
"33","ENSG00000102554",-5.02372496602928,1.60189165866297e-06
"34","ENSG00000102908",-2.66127691610923,5.80478519486052e-09
"35","ENSG00000104856",-2.8141333818571,2.66445934915859e-11
"36","ENSG00000105392",-2.88582223223252,0.000250041269247191
"37","ENSG00000105656",-2.98957334889775,4.34139322087206e-08
"38","ENSG00000105722",-2.52527356103208,1.6449996393377e-05
"39","ENSG00000105967",2.32708293216005,0.000121662952644889
"40","ENSG00000106004",-6.43788006150826,0.000140425168773589
"41","ENSG00000106546",-2.51759520114448,2.05103926672724e-06
"42","ENSG00000108813",-6.04577557233145,0.0360311375594255
"43","ENSG00000109381",-1.65914317677334,0.0304590927125981
"44","ENSG00000109787",-2.49524059858404,1.32724140216957e-09
"45","ENSG00000109906",-3.29419176715754,0.00405051422291437
"46","ENSG00000113387",-1.7649561503444,0.0140583979059542
"47","ENSG00000113648",-1.87664911910779,0.000543098792154864
"48","ENSG00000113916",-4.12891169297428,5.57991386230058e-16
"49","ENSG00000114315",-9.39284806219951,0.00186119468833034
"50","ENSG00000115844",-7.2461026157827,0.0293185806658144
"51","ENSG00000116132",-7.3623395157432,0.0332533530895122
"52","ENSG00000116604",-3.39609975372181,9.50750382754659e-15
"53","ENSG00000116809",-2.70349467713991,2.30184178320954e-05
"54","ENSG00000117036",-2.36929710855332,1.83080356571472e-07
"55","ENSG00000118689",-2.34070637564681,3.46589943644851e-06
