"","Gene_name","log2FoldChange","padj"
"1","ENSG00000001461",3.07495163723073,1.55087075215575e-05
"2","ENSG00000001561",3.00482973688595,1.35758844764802e-05
"3","ENSG00000001630",1.9902153360657,0.00847735641613857
"4","ENSG00000002587",-8.66187026836676,1.30456996940344e-06
"5","ENSG00000002746",-8.3063045428807,0.00134353991580215
"6","ENSG00000002933",-1.717696540042,0.0399178235146804
"7","ENSG00000004468",-5.46661469036813,0.000133180350894848
"8","ENSG00000004478",2.7993877878737,3.77735189593212e-05
"9","ENSG00000004660",-2.17756735912324,0.0115203835328025
"10","ENSG00000004700",2.27692205910027,0.000474697199747676
"11","ENSG00000004766",2.28659536172748,0.000864915111635764
"12","ENSG00000004799",-3.85219269913606,1.61731858112768e-08
"13","ENSG00000005100",1.94301273825553,0.0424626618410496
"14","ENSG00000005108",-7.87842997738489,0.0255529702307704
"15","ENSG00000005339",-2.34068580287245,2.33847983207836e-09
"16","ENSG00000005469",3.74826291528429,0.00321937098104948
"17","ENSG00000005483",-1.96295554129068,0.000589299913619372
"18","ENSG00000005884",5.34448378300611,4.6878308192792e-16
"19","ENSG00000006071",-9.07279071312086,2.45266795942033e-05
"20","ENSG00000006652",-3.41770190495895,2.04802288780291e-09
"21","ENSG00000006704",3.5722575550614,5.01139741679875e-05
"22","ENSG00000006715",2.34493002454009,1.69389883810691e-07
"23","ENSG00000006831",3.01129131020556,1.16620059015144e-05
"24","ENSG00000007047",-1.75315238213768,0.0282668257941333
"25","ENSG00000007129",4.93397278026638,0.00264932443611257
"26","ENSG00000007174",-7.78925358650324,0.0274819173835303
"27","ENSG00000007237",-1.7899566944006,0.0141222424575117
"28","ENSG00000007264",6.94006171704498,1.99292035970695e-25
"29","ENSG00000007372",-7.52362856543125,0.0228743723450155
"30","ENSG00000007392",-1.95488975633871,0.00386157394532481
"31","ENSG00000007923",2.36844597506498,0.0194133412071559
"32","ENSG00000007944",-2.81119275635614,1.40766632310752e-05
"33","ENSG00000008056",-9.82106433733867,9.62046705071605e-05
"34","ENSG00000008083",-4.31578066492014,2.75938089491069e-29
"35","ENSG00000008128",-2.85188530217595,3.23023506494851e-17
"36","ENSG00000008516",-2.96865208148631,0.00600319566621719
"37","ENSG00000008735",-6.95652303697726,0.0299428500790816
"38","ENSG00000008853",4.0344657851338,0.017776133469972
"39","ENSG00000009694",-8.41213486441482,0.000105128928378206
"40","ENSG00000009790",-3.5741833019432,3.81465341242611e-15
